query,actual_intent,predicted_intent,confidence,top_3_intents,top_3_scores,error_category
@AppleSupport need a quick update from 11.0.1 IOS to a better future. This version sucks battery like the greatest fellatio. Please update! @AppleSupport I got the update under Settings already. Thanks for the update guys.,BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.4605,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.4605, 0.3876, 0.0326]",LEXICAL_OVERLAP_AMBIGUITY
Plus This Is My 3rd iPhone In 3 Months I’m Seriously Fed Up With @115858 x @AppleSupport @AppleSupport MY PHONE WONT CHARGE. IT FREEZES. GLITCHES. THE WIFI WONT TURN OFF. ALL. @ ONCE. 3rd PHONE SINCE SEPTEMBER 😴😴,CONNECTIVITY_WIFI_BLUETOOTH,BATTERY_CHARGING_POWER,0.4125,"['BATTERY_CHARGING_POWER', 'CONNECTIVITY_WIFI_BLUETOOTH', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4125, 0.3065, 0.0616]",MULTI_INTENT_COLLISION
"Help! @AppleSupport iMovie keeps crashing! On forums I read people face same issues… can’t edit, export, whatever… re-install did not work. @AppleSupport The software iMovie keeps crashing… following the link it ends saying its not free to get phone support. And ends. @AppleSupport This is wierd! I reinstalled imovie. Appears to be 10.1.7 but bug report only offers 10.1.6? https://t.co/QSGDDyNx1L @AppleSupport Anyway, i want to edit a simple 15 min video and for days I am struggling to get at least iMovie working. Not my normal @115858 experience 😥 @AppleSupport In the App store you see many people complaining it crashes and can not be used anymore. Since 5 Oct orso. I can not edit movies anymore. @AppleSupport Submit bug report. Following url for ""discussion "", get a ""page not found"". You might want to test the user experience end2end here too 😉🤔😥 https://t.co/O2C3Tp33ZX @AppleSupport thanks Seems phoning is only step left. I will schedule a phonecall with support. thanks for reply.",APP_STORE_PURCHASES_BILLING,APP_CRASH_AND_DOWNLOAD,0.4041,"['APP_CRASH_AND_DOWNLOAD', 'APP_STORE_PURCHASES_BILLING', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4041, 0.2215, 0.0759]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport 2/2 My name is there but not the apps I've purchased. We were able to share apps in iOS 10. @AppleSupport Thanks!,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.2004,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'GENERAL_DEVICE_INQUIRY']","[0.2004, 0.1869, 0.1788]",LEXICAL_OVERLAP_AMBIGUITY
Hey @AppleSupport the new version of iTunes has erased all the special ring tones from my iPhone and there's no way to get them back! Please fix this terrible change!,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.3096,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3096, 0.1679, 0.1183]",MULTI_INTENT_COLLISION
"@AppleSupport Hi! Apparently Numbers will export .csv with commas or semicolons as separators depending on your language settings. Why can’t it be consistent worldwide?
I opened a topic. https://t.co/Kx29Vl0Cq2 @AppleSupport Thanks.",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.5271,"['GENERAL_DEVICE_INQUIRY', 'HOW_TO_SETTINGS_CONFIGURATION', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.5271, 0.0721, 0.0692]",SETTINGS_VS_GENERAL_DISAMBIGUATION
@AppleSupport my ios 11.1 won't install and I have no access to a computer. How do I fix it?,OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,0.6893,"['HOW_TO_SETTINGS_CONFIGURATION', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING']","[0.6893, 0.1514, 0.0334]",LEXICAL_OVERLAP_AMBIGUITY
@115858 or@Facebook help me please something has happened to my Facebook and tumblr app can't re install them they wouldn't finish updating and when I turned phone off and on they came up looking like this what do I do please? https://t.co/eGpqqj83gJ @AppleSupport Thanks for replying but unfortunately nothing has worked also some extra info I have an iPhone 5s and I haven't updated to iOS 11 yet because I don't have room yet couldn't of it be that? @AppleSupport Got rid of loads of stuff so I could download iOS 11 to see if it helps downloaded it but now it keeps saying iOS 11 is unable to be installed yet again later after download still have some storage space and my signal is fine so I don't know what to do now.,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.3083,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.3083, 0.1222, 0.1218]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport the activity feature on my watch has been acting up since daylight savings time ended on nov 5. I️ already tried restarting it. Any suggestions?,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.2461,"['GENERAL_DEVICE_INQUIRY', 'HOW_TO_SETTINGS_CONFIGURATION', 'DISPLAY_TOUCH_SCREEN']","[0.2461, 0.175, 0.0943]",SETTINGS_VS_GENERAL_DISAMBIGUATION
"@AppleSupport My phone came back from Apple service centre and now, I can’t find any of my Apple Music songs or playlist even after log in. @AppleSupport Ok, you just fixed this. Thank you!
Maybe you can streamline this process.",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.6761,"['APP_STORE_PURCHASES_BILLING', 'ACCOUNT_APPLEID_ICLOUD', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.6761, 0.0816, 0.0785]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport so, iPhone X and Watch 3 - my Nike and Nokia Health apps won’t sign in - I use both daily, please help I’ve tried everything. @77189 @129913 @AppleSupport @77189 @129913  https://t.co/VZUJphdsvR @AppleSupport Sure - both the latest updates @AppleSupport  https://t.co/IB7bcsnhvv @AppleSupport  https://t.co/cBJnV2gWmK @AppleSupport I’ve updated from iPhone 8 Plus recently -
Something may have happened during the upgrade to the X @AppleSupport Disagree. Why are loads of apps all doing the same since I upgraded to iPhone X - all worked fine before. @AppleSupport You want me to contact a dozen App developers... odd suggestion. @AppleSupport All these apps can not connect to iPhone https://t.co/emQ0rHCZrj @AppleSupport It’s a Watch / iPhone X problem. @AppleSupport All apps with a log in won’t log in to iPhone https://t.co/oTMpqjIKWb @AppleSupport Even your own https://t.co/9WQPEzafnZ @AppleSupport Done - when will I get a reply ? (Been waiting 15mins on DM)",ACCOUNT_APPLEID_ICLOUD,CONNECTIVITY_WIFI_BLUETOOTH,0.2517,"['CONNECTIVITY_WIFI_BLUETOOTH', 'ACCOUNT_APPLEID_ICLOUD', 'GENERAL_DEVICE_INQUIRY']","[0.2517, 0.1613, 0.1536]",LEXICAL_OVERLAP_AMBIGUITY
MY IPHONE JUST GAVE ME A DAMN HEART ATTACK BY DELETING EVERYTHING IN MY CAMERA ROLL! Now it’s trying to restore everything. Omg fuck @115858. You’re hopeless. @115858 Oh my god thank you so much for restoring my photos after you deleted them @115858. But now they’re all out of order &amp; I have to sort through over 3000+ pics &amp; videos. THANK YOU. Fanfuckingtastic. https://t.co/Qh66GqJxFN,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.4501,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN']","[0.4501, 0.1567, 0.1219]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport hi, I can’t get any apps to download. I’ve tried a forced restart, changing and resetting the language etc - any suggestions? @AppleSupport Thanks - when I try to click to download it the wee circle just spins and nothing happens other than that.",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.1808,"['GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD', 'APP_STORE_PURCHASES_BILLING']","[0.1808, 0.1545, 0.1464]",MULTI_INTENT_COLLISION
"Clemens finds Marcus McCoy for a 36-yard touchdown. The two-point attempt is good, but I️t didn’t look like I️t. Refs are horrible today. 31-15 BU with 55 seconds left in the third quarter. Hey @115858 can we get this stupid glitch fixed please?",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.3636,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3636, 0.2874, 0.1139]",SUBTLE_SYMPTOM_DISTINCTION
"RUS phishing for my Apple ID. @AppleSupport #scam https://t.co/fOnIw7vTaL @AppleSupport Perfect, sent you what I had. Thank you.",ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,0.4564,"['GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD', 'DISPLAY_TOUCH_SCREEN']","[0.4564, 0.4181, 0.032]",MULTI_INTENT_COLLISION
"I think I’m getting sick @757907 Ugh me too, I just downed hella orange juice like I️t was gonna save me @757907 Okay this “i” shit still not resolved?!.. @115858",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.6228,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.6228, 0.1286, 0.0459]",SUBTLE_SYMPTOM_DISTINCTION
@115858 you guys need to fix texts. I’m tired of typing “i” and getting this I️ @AppleSupport That worked!! Thank you so much!!!,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.5921,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.5921, 0.1821, 0.1124]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport since getting the update my phone keeps switching itself on silent randomly...  how does this get fixed? @AppleSupport I have the most recent iOS update and an IPhone 6 and now on top of that the time and info never shows on my home screen https://t.co/AXNuWvSx2p @AppleSupport For 3 weeks and now when I change ringer volume the display panel with volume levels doesn’t come up!,AUDIO_SOUND_SPEAKER,DISPLAY_TOUCH_SCREEN,0.5018,"['DISPLAY_TOUCH_SCREEN', 'AUDIO_SOUND_SPEAKER', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.5018, 0.3029, 0.0529]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport Hi.Updated from iPhone 5 to 8 &amp; now cannot connect headphones 🎧 to 8 via Bluetooth never had probs on 5. What’s gone wrong? @AppleSupport hi I worked from this menu b4 I contacted you. All up to date, turned off/on Btooth phone on/off even did network reset @AppleSupport 
Current version iOS 11.0.3",AUDIO_SOUND_SPEAKER,CONNECTIVITY_WIFI_BLUETOOTH,0.657,"['CONNECTIVITY_WIFI_BLUETOOTH', 'AUDIO_SOUND_SPEAKER', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.657, 0.1227, 0.0675]",LEXICAL_OVERLAP_AMBIGUITY
@115858 wtf I️ this damn question box I️ keep typing 🙄🙄 https://t.co/6lZ2Icyavf,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.7634,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.7634, 0.139, 0.0401]",SUBTLE_SYMPTOM_DISTINCTION
"Is this a bug, @115858? Or have @118936 buttons learned how to dance? @AppleSupport https://t.co/N8OHkRrJKQ @AppleSupport Hey! It’s on iOS 11.1.2 on an iPhone 8 Plus and only happens after updates have completed. @AppleSupport Yup! Everything works fine. Force quitting the App Store makes it stop. It doesn’t impact functionality, it’s just an odd UI glitch.",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.5028,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.5028, 0.1335, 0.0805]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport what’s happening to iPhone resetting back to lock screens??? 🤬,GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,0.245,"['DISPLAY_TOUCH_SCREEN', 'GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.245, 0.2239, 0.0924]",MULTI_INTENT_COLLISION
"Ever since I updated my phone, it’s been sooo slow and keeps crashing! @AppleSupport @AppleSupport Yes 11",OS_UPDATE_SYSTEM_PERFORMANCE,APP_CRASH_AND_DOWNLOAD,0.5474,"['APP_CRASH_AND_DOWNLOAD', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER']","[0.5474, 0.1872, 0.0705]",LEXICAL_OVERLAP_AMBIGUITY
Does anyone want to tell me why I just got a call from my own number? It’s not October anymore @AppleSupport stop tryna be spooky @AppleSupport Update: they called me again and I answered but they hung up,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.2384,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.2384, 0.2064, 0.1289]",LEXICAL_OVERLAP_AMBIGUITY
@115858 what are your service hours? I have an issue with billing. @AppleSupport It's iTunes. @AppleSupport What's the reply time? I sent an email on Friday. Thanks.,CONNECTIVITY_WIFI_BLUETOOTH,APP_STORE_PURCHASES_BILLING,0.2867,"['APP_STORE_PURCHASES_BILLING', 'CONNECTIVITY_WIFI_BLUETOOTH', 'GENERAL_DEVICE_INQUIRY']","[0.2867, 0.2557, 0.2005]",MULTI_INTENT_COLLISION
@AppleSupport can I get rid of the new update? It has seriously messed up my phone. It freezes every few minutes and I cant hear phone calls @AppleSupport I have an iphone 6 and yes I have the latest version of the iOS 11 update.,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.7586,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'AUDIO_SOUND_SPEAKER', 'APP_CRASH_AND_DOWNLOAD']","[0.7586, 0.1025, 0.0292]",LEXICAL_OVERLAP_AMBIGUITY
"@115858 @AppleSupport when i search contact on imessage, there some trouble. Like stuck on keyboard and going so heavy to choice anycontact @AppleSupport Like this video, this is normal ? Slow when i searching? https://t.co/fx1ecIeuU8 @AppleSupport Thank you for understanding what i mean. iMessage normally on ipad air, this happen on iOS 11.0 on iphone 7+ and little on iphone 5 10.3.3",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.3943,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT', 'DISPLAY_TOUCH_SCREEN']","[0.3943, 0.3215, 0.0589]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport after update to ios 11, i don’t get notif for new posts, and receive the notif only after opening WhatsApp, plese fix it ASAP! @AppleSupport @360029 Do you frequently swipe up on WhatsApp to clear it? This prevents WhatsApp from showing notifications on iOS 11. @AppleSupport i rarely use other chat app,but for game notif it run normally.when i google it,not just me have same problem like this after updat to ios11 @360030 @AppleSupport I swipe down and swipe up just for check my notif, not to clear it, it is effect to my whatsapp notification? @360029 @AppleSupport Oh I was referring to swiping up to make the app go away after you tap the Home button twice. @AppleSupport not yet. i try to write a review about whatsapp on app store, but after fill my nickname, i cant send it and my review not show up @360030 @AppleSupport you suggest to let whatsapp on my backgroundapp,dont close it(with swipe up)? if i doing like that,my whatsappnotif will be normal as usual? @360029 @AppleSupport Yes please try that (don’t close it) and see if notifications go back to normal. I think battery usage will go down too. :) @360030 @AppleSupport oke. thanks.",BATTERY_CHARGING_POWER,KEYBOARD_TYPING_AUTOCORRECT,0.2579,"['KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER']","[0.2579, 0.2325, 0.1639]",LEXICAL_OVERLAP_AMBIGUITY
"Also, impatiently waiting for @115858 to fix this annoying glitch shit @533924 @115858 complaining about it isn't gonna fix it, just sayin' @533925 @115858 Well if I️ was smart enough to fix I️t, it’d already be fixed @AppleSupport Thanks I already did that",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.3276,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3276, 0.3087, 0.1872]",SUBTLE_SYMPTOM_DISTINCTION
Apps keep randomly crashing on my phone I can’t do anything FIX THIS @AppleSupport @AppleSupport Does anyone know how to fix this I can’t get to an Apple store until tomorrow :(,APP_CRASH_AND_DOWNLOAD,APP_STORE_PURCHASES_BILLING,0.2655,"['APP_STORE_PURCHASES_BILLING', 'HOW_TO_SETTINGS_CONFIGURATION', 'APP_CRASH_AND_DOWNLOAD']","[0.2655, 0.2054, 0.1261]",MULTI_INTENT_COLLISION
